weather,temperature,weekend,occasion,product_name,previous_sales,predicted_sales
Cold,17,Yes,None,Classic Cheeseburger,29,26
Cold,17,Yes,None,Vanilla Bean Classic,13,16
Cold,17,Yes,None,Chicken Club Sandwich,32,34
Cold,17,Yes,None,Mango Lassi,17,16
Cold,17,Yes,None,Coffee Mocha Scoop,18,16
Cold,17,Yes,None,Jalapeno Poppers,41,39
Cold,17,Yes,None,Cold Coffee with Ice Cream,26,30
Cold,17,Yes,None,Mixed BBQ Platter,32,43
Cold,17,Yes,None,Desi Ghee Daal Makhni,46,47
Cold,17,Yes,None,Peach Iced Tea,26,25
Cold,17,Yes,None,Caramel Crunch Sundae,14,16
Cold,17,Yes,None,Grilled Chicken Salad,36,36
Cold,17,Yes,None,Chicken Haleem,52,50
Cold,17,Yes,None,Lahori Chana Masala,38,40
Cold,17,Yes,None,Classic Mint Margarita,16,18
Cold,17,Yes,None,BBQ Ribs Stack,25,34
Cold,17,Yes,None,Tandoori Whole Chicken,46,46
Cold,17,Yes,None,Royal Mutton Karahi,34,27
Cold,17,Yes,None,Kulfa Falooda,14,18
Cold,17,Yes,None,Strawberry Cheesecake Ice Cream,20,24
Cold,17,Yes,None,Mutton Kunna,46,50
Cold,17,Yes,None,Chicken Wings (10pcs),22,30
Cold,17,Yes,None,Belgium Chocolate Scoop,12,18
Cold,17,Yes,None,Loaded Nachos,40,36
Cold,17,Yes,None,Fresh Orange Juice,14,14
Cold,17,Yes,None,Paneer Reshmi Handi,41,43
Cold,17,Yes,None,Fresh Garden Salad,22,23
Cold,17,Yes,None,Sarson Ka Saag & Makki Roti,27,35
Cold,17,Yes,None,Classic Caesar Salad,13,19
Cold,17,Yes,None,BBQ Pizza Medium,24,22
Cold,17,Yes,None,Beef Seekh Kabab (4pcs),44,45
Cold,17,Yes,None,Chicken Nuggets (12pcs),43,43
Cold,17,Yes,None,Iced Caramel Macchiato,22,20
Cold,17,Yes,None,Beef Paya,32,32
Cold,17,Yes,None,Desi Chicken Karahi,49,40
Cold,17,Yes,None,Apple & Walnut Salad,31,30
Cold,17,Yes,None,Chicken Crunchy Pasta,31,30
Cold,17,Yes,None,Chef's Signature Steak,37,35
Cold,17,Yes,None,Crispy Chicken Burger,27,27
Cold,17,Yes,None,Chocolate chip IceCreame,27,23
Cold,17,Yes,None,Special Chicken Biryani,44,52
Cold,17,Yes,None,Cheese Stuffed Kabab,47,42
Cold,17,Yes,None,Tutti Frutti Special,29,25
Cold,17,Yes,None,Quinoa Health Bowl,23,27
Cold,17,Yes,None,Palak Paneer,42,44
Cold,17,Yes,None,Legendry Tower Burger,25,30
Cold,17,Yes,None,Zinger Stack,35,34
Cold,17,Yes,None,White Chicken Handi,32,37
Cold,17,Yes,None,Mango Sorbet,15,13
Cold,17,Yes,None,Hot Chilly Fries,30,32
Cold,17,Yes,None,dfgh,26,25
Hot,39,Yes,None,Pista Badam Kulfa,51,56
Hot,39,Yes,None,Pasta Salad,27,30
Hot,39,Yes,None,Gourmet Seafood Platter,12,15
Hot,39,Yes,None,Afghani Lamb Tikka,21,22
Hot,39,Yes,None,French Fries Large,22,24
Hot,39,Yes,None,Chicken Jalfrezi,21,21
Hot,39,Yes,None,Lamb Shank (Nalli Nihari),10,16
Hot,39,Yes,None,Blueberry Frozen Yogurt,58,57
Hot,39,Yes,None,Fruit Chaat Special,26,31
Hot,39,Yes,None,Pina Colada,54,65
Hot,39,Yes,None,Garlic Butter Lobster,23,18
Hot,39,Yes,None,Greek Feta Salad,28,24
Hot,39,Yes,None,Hot Chocolate with Marshmallows,57,55
Hot,39,Yes,None,Aloo Keema,14,12
Hot,39,Yes,None,Mutton Chops,17,21
Hot,39,Yes,None,Grilled Prawns,14,14
Hot,39,Yes,None,Smoked Brisket Platter,21,24
Hot,39,Yes,None,Chicken Tikka Platter,15,14
Hot,39,Yes,None,Fresh Strawberry Lemonade,69,59
Hot,39,Yes,None,Old Fashioned Milkshake,67,60
Hot,39,Yes,None,Grilled Salmon,12,15
Hot,39,Yes,None,Malai Boti Platter,8,14
Hot,39,Yes,None,Russian Salad,29,34
Hot,39,Yes,None,Mexican Bean Salad,23,28
Hot,39,Yes,None,Classic Cheeseburger,15,20
Hot,39,Yes,None,Vanilla Bean Classic,45,44
Hot,39,Yes,None,Chicken Club Sandwich,29,27
Hot,39,Yes,None,Mango Lassi,57,51
Hot,39,Yes,None,Coffee Mocha Scoop,57,56
Hot,39,Yes,None,Jalapeno Poppers,40,42
Hot,39,Yes,None,Cold Coffee with Ice Cream,53,53
Hot,39,Yes,None,Mixed BBQ Platter,25,28
Hot,39,Yes,None,Desi Ghee Daal Makhni,14,18
Hot,39,Yes,None,Peach Iced Tea,56,52
Hot,39,Yes,None,Caramel Crunch Sundae,75,64
Hot,39,Yes,None,Grilled Chicken Salad,29,29
Hot,39,Yes,None,Chicken Haleem,8,13
Hot,39,Yes,None,Lahori Chana Masala,15,14
Hot,39,Yes,None,Classic Mint Margarita,49,58
Hot,39,Yes,None,BBQ Ribs Stack,8,10
Hot,39,Yes,None,Tandoori Whole Chicken,25,23
Hot,39,Yes,None,Royal Mutton Karahi,21,22
Hot,39,Yes,None,Kulfa Falooda,55,52
Hot,39,Yes,None,Strawberry Cheesecake Ice Cream,53,56
Hot,39,Yes,None,Mutton Kunna,32,27
Hot,39,Yes,None,Chicken Wings (10pcs),36,36
Hot,39,Yes,None,Belgium Chocolate Scoop,53,55
Hot,39,Yes,None,Loaded Nachos,31,31
Hot,39,Yes,None,Fresh Orange Juice,57,55
Hot,39,Yes,None,Paneer Reshmi Handi,13,16
Hot,39,Yes,None,Fresh Garden Salad,38,38
Hot,39,Yes,None,Sarson Ka Saag & Makki Roti,15,10
Hot,39,Yes,None,Classic Caesar Salad,38,35
Hot,39,Yes,None,BBQ Pizza Medium,31,37
Hot,39,Yes,None,Beef Seekh Kabab (4pcs),19,16
Hot,39,Yes,None,Chicken Nuggets (12pcs),38,32
Hot,39,Yes,None,Iced Caramel Macchiato,53,46
Hot,39,Yes,None,Beef Paya,17,18
Hot,39,Yes,None,Desi Chicken Karahi,18,25
Hot,39,Yes,None,Apple & Walnut Salad,21,26
Hot,39,Yes,None,Chicken Crunchy Pasta,38,36
Hot,39,Yes,None,Chef's Signature Steak,15,19
Hot,39,Yes,None,Crispy Chicken Burger,26,24
Hot,39,Yes,None,Chocolate chip IceCreame,68,57
Hot,39,Yes,None,Special Chicken Biryani,15,12
Hot,39,Yes,None,Cheese Stuffed Kabab,22,25
Hot,39,Yes,None,Tutti Frutti Special,61,58
Hot,39,Yes,None,Quinoa Health Bowl,29,27
Hot,39,Yes,None,Palak Paneer,19,21
Hot,39,Yes,None,Legendry Tower Burger,37,40
Hot,39,Yes,None,Zinger Stack,32,33
Hot,39,Yes,None,White Chicken Handi,12,11
Hot,39,Yes,None,Mango Sorbet,48,45
Hot,39,Yes,None,Hot Chilly Fries,29,36
Hot,39,Yes,None,dfgh,31,37
Mild,27,No,None,Pista Badam Kulfa,14,13
Mild,27,No,None,Pasta Salad,17,16
Mild,27,No,None,Gourmet Seafood Platter,13,18
Mild,27,No,None,Afghani Lamb Tikka,21,16
Mild,27,No,None,French Fries Large,16,20
Mild,27,No,None,Chicken Jalfrezi,19,16
Mild,27,No,None,Lamb Shank (Nalli Nihari),22,16
Mild,27,No,None,Blueberry Frozen Yogurt,24,21
Mild,27,No,None,Fruit Chaat Special,9,10
Mild,27,No,None,Pina Colada,10,15
Mild,27,No,None,Garlic Butter Lobster,8,15
Mild,27,No,None,Greek Feta Salad,9,11
Mild,27,No,None,Hot Chocolate with Marshmallows,27,22
Mild,27,No,None,Aloo Keema,16,15
Mild,27,No,None,Mutton Chops,23,20
Mild,27,No,None,Grilled Prawns,13,15
Mild,27,No,None,Smoked Brisket Platter,6,12
Mild,27,No,None,Chicken Tikka Platter,16,12
Mild,27,No,None,Fresh Strawberry Lemonade,15,13
Mild,27,No,None,Old Fashioned Milkshake,14,9
Mild,27,No,None,Grilled Salmon,16,11
Mild,27,No,None,Malai Boti Platter,11,7
Mild,27,No,None,Russian Salad,21,15
Mild,27,No,None,Mexican Bean Salad,18,13
Mild,27,No,None,Classic Cheeseburger,18,16
Mild,27,No,None,Vanilla Bean Classic,10,13
Mild,27,No,None,Chicken Club Sandwich,9,9
Mild,27,No,None,Mango Lassi,12,12
Mild,27,No,None,Coffee Mocha Scoop,20,16
Mild,27,No,None,Jalapeno Poppers,11,16
Mild,27,No,None,Cold Coffee with Ice Cream,11,13
Mild,27,No,None,Mixed BBQ Platter,21,18
Mild,27,No,None,Desi Ghee Daal Makhni,13,17
Mild,27,No,None,Peach Iced Tea,15,14
Mild,27,No,None,Caramel Crunch Sundae,17,16
Mild,27,No,None,Grilled Chicken Salad,13,13
Mild,27,No,None,Chicken Haleem,17,16
Mild,27,No,None,Lahori Chana Masala,17,14
Mild,27,No,None,Classic Mint Margarita,13,19
Mild,27,No,None,BBQ Ribs Stack,5,8
Mild,27,No,None,Tandoori Whole Chicken,16,22
Mild,27,No,None,Royal Mutton Karahi,21,20
Mild,27,No,None,Kulfa Falooda,13,20
Mild,27,No,None,Strawberry Cheesecake Ice Cream,10,10
Mild,27,No,None,Mutton Kunna,8,16
Mild,27,No,None,Chicken Wings (10pcs),10,13
Mild,27,No,None,Belgium Chocolate Scoop,20,14
Mild,27,No,None,Loaded Nachos,10,11
Mild,27,No,None,Fresh Orange Juice,9,14
Mild,27,No,None,Paneer Reshmi Handi,15,19
Mild,27,No,None,Fresh Garden Salad,7,10
Mild,27,No,None,Sarson Ka Saag & Makki Roti,2,8
Mild,27,No,None,Classic Caesar Salad,21,18
Mild,27,No,None,BBQ Pizza Medium,16,14
Mild,27,No,None,Beef Seekh Kabab (4pcs),9,11
Mild,27,No,None,Chicken Nuggets (12pcs),12,15
Mild,27,No,None,Iced Caramel Macchiato,21,20
Mild,27,No,None,Beef Paya,15,16
Mild,27,No,None,Desi Chicken Karahi,15,16
Mild,27,No,None,Apple & Walnut Salad,18,15
Mild,27,No,None,Chicken Crunchy Pasta,22,23
Mild,27,No,None,Chef's Signature Steak,15,17
Mild,27,No,None,Crispy Chicken Burger,17,18
Mild,27,No,None,Chocolate chip IceCreame,23,21
Mild,27,No,None,Special Chicken Biryani,22,21
Mild,27,No,None,Cheese Stuffed Kabab,23,20
Mild,27,No,None,Tutti Frutti Special,18,20
Mild,27,No,None,Quinoa Health Bowl,16,20
Mild,27,No,None,Palak Paneer,8,11
Mild,27,No,None,Legendry Tower Burger,6,10
Mild,27,No,None,Zinger Stack,13,17
Mild,27,No,None,White Chicken Handi,19,18
Mild,27,No,None,Mango Sorbet,19,14
Mild,27,No,None,Hot Chilly Fries,13,12
Mild,27,No,None,dfgh,10,13
Hot,45,No,None,Pista Badam Kulfa,25,28
Hot,45,No,None,Pasta Salad,24,29
Hot,45,No,None,Gourmet Seafood Platter,17,13
Hot,45,No,None,Afghani Lamb Tikka,1,4
Hot,45,No,None,French Fries Large,20,21
Hot,45,No,None,Chicken Jalfrezi,5,8
Hot,45,No,None,Lamb Shank (Nalli Nihari),1,2
Hot,45,No,None,Blueberry Frozen Yogurt,33,33
Hot,45,No,None,Fruit Chaat Special,29,27
Hot,45,No,None,Pina Colada,39,45
Hot,45,No,None,Garlic Butter Lobster,13,16
Hot,45,No,None,Greek Feta Salad,17,17
Hot,45,No,None,Hot Chocolate with Marshmallows,39,39
Hot,45,No,None,Aloo Keema,15,13
Hot,45,No,None,Mutton Chops,17,13
Hot,45,No,None,Grilled Prawns,13,11
Hot,45,No,None,Smoked Brisket Platter,7,7
Hot,45,No,None,Chicken Tikka Platter,9,8
Hot,45,No,None,Fresh Strawberry Lemonade,34,33
Hot,45,No,None,Old Fashioned Milkshake,37,40
Hot,45,No,None,Grilled Salmon,14,14
Hot,45,No,None,Malai Boti Platter,11,8
Hot,45,No,None,Russian Salad,27,26
Hot,45,No,None,Mexican Bean Salad,18,16
Hot,45,No,None,Classic Cheeseburger,6,7
Hot,45,No,None,Vanilla Bean Classic,35,39
Hot,45,No,None,Chicken Club Sandwich,17,17
Hot,45,No,None,Mango Lassi,28,28
Hot,45,No,None,Coffee Mocha Scoop,24,31
Hot,45,No,None,Jalapeno Poppers,7,9
Hot,45,No,None,Cold Coffee with Ice Cream,48,40
Hot,45,No,None,Mixed BBQ Platter,8,5
Hot,45,No,None,Desi Ghee Daal Makhni,6,10
Hot,45,No,None,Peach Iced Tea,41,44
Hot,45,No,None,Caramel Crunch Sundae,33,32
Hot,45,No,None,Grilled Chicken Salad,17,16
Hot,45,No,None,Chicken Haleem,11,9
Hot,45,No,None,Lahori Chana Masala,14,13
Hot,45,No,None,Classic Mint Margarita,36,37
Hot,45,No,None,BBQ Ribs Stack,13,8
Hot,45,No,None,Tandoori Whole Chicken,7,5
Hot,45,No,None,Royal Mutton Karahi,8,6
Hot,45,No,None,Kulfa Falooda,42,45
Hot,45,No,None,Strawberry Cheesecake Ice Cream,39,38
Hot,45,No,None,Mutton Kunna,2,3
Hot,45,No,None,Chicken Wings (10pcs),14,15
Hot,45,No,None,Belgium Chocolate Scoop,30,32
Hot,45,No,None,Loaded Nachos,26,23
Hot,45,No,None,Fresh Orange Juice,37,39
Hot,45,No,None,Paneer Reshmi Handi,4,3
Hot,45,No,None,Fresh Garden Salad,20,21
Hot,45,No,None,Sarson Ka Saag & Makki Roti,1,1
Hot,45,No,None,Classic Caesar Salad,13,18
Hot,45,No,None,BBQ Pizza Medium,16,13
Hot,45,No,None,Beef Seekh Kabab (4pcs),13,11
Hot,45,No,None,Chicken Nuggets (12pcs),6,10
Hot,45,No,None,Iced Caramel Macchiato,35,40
Hot,45,No,None,Beef Paya,14,16
Hot,45,No,None,Desi Chicken Karahi,12,15
Hot,45,No,None,Apple & Walnut Salad,24,26
Hot,45,No,None,Chicken Crunchy Pasta,18,18
Hot,45,No,None,Chef's Signature Steak,5,2
Hot,45,No,None,Crispy Chicken Burger,19,23
Hot,45,No,None,Chocolate chip IceCreame,35,37
Hot,45,No,None,Special Chicken Biryani,12,16
Hot,45,No,None,Cheese Stuffed Kabab,1,3
Hot,45,No,None,Tutti Frutti Special,26,32
Hot,45,No,None,Quinoa Health Bowl,20,24
Hot,45,No,None,Palak Paneer,9,11
Hot,45,No,None,Legendry Tower Burger,16,16
Hot,45,No,None,Zinger Stack,7,7
Hot,45,No,None,White Chicken Handi,9,11
Hot,45,No,None,Mango Sorbet,34,39
Hot,45,No,None,Hot Chilly Fries,17,17
Hot,45,No,None,dfgh,8,9
Hot,40,No,None,Pista Badam Kulfa,28,30
Hot,40,No,None,Pasta Salad,24,26
Hot,40,No,None,Gourmet Seafood Platter,4,9
Hot,40,No,None,Afghani Lamb Tikka,11,13
Hot,40,No,None,French Fries Large,21,19
Hot,40,No,None,Chicken Jalfrezi,13,16
Hot,40,No,None,Lamb Shank (Nalli Nihari),17,14
Hot,40,No,None,Blueberry Frozen Yogurt,27,26
Hot,40,No,None,Fruit Chaat Special,23,23
Hot,40,No,None,Pina Colada,31,41
Hot,40,No,None,Garlic Butter Lobster,12,15
Hot,40,No,None,Greek Feta Salad,19,17
Hot,40,No,None,Hot Chocolate with Marshmallows,47,44
Hot,40,No,None,Aloo Keema,8,8
Hot,40,No,None,Mutton Chops,11,10
Hot,40,No,None,Grilled Prawns,6,10
Hot,40,No,None,Smoked Brisket Platter,12,9
Hot,40,No,None,Chicken Tikka Platter,2,7
Hot,40,No,None,Fresh Strawberry Lemonade,34,36
Hot,40,No,None,Old Fashioned Milkshake,31,36
Hot,40,No,None,Grilled Salmon,4,7
Hot,40,No,None,Malai Boti Platter,16,17
Hot,40,No,None,Russian Salad,27,20
Hot,40,No,None,Mexican Bean Salad,11,13
Hot,40,No,None,Classic Cheeseburger,22,17
Hot,40,No,None,Vanilla Bean Classic,32,35
Hot,40,No,None,Chicken Club Sandwich,11,15
Hot,40,No,None,Mango Lassi,42,38
Hot,40,No,None,Coffee Mocha Scoop,19,25
Hot,40,No,None,Jalapeno Poppers,12,12
Hot,40,No,None,Cold Coffee with Ice Cream,37,32
Hot,40,No,None,Mixed BBQ Platter,14,16
Hot,40,No,None,Desi Ghee Daal Makhni,13,16
Hot,40,No,None,Peach Iced Tea,37,38
Hot,40,No,None,Caramel Crunch Sundae,54,50
Hot,40,No,None,Grilled Chicken Salad,26,29
Hot,40,No,None,Chicken Haleem,3,3
Hot,40,No,None,Lahori Chana Masala,10,12
Hot,40,No,None,Classic Mint Margarita,50,49
Hot,40,No,None,BBQ Ribs Stack,17,17
Hot,40,No,None,Tandoori Whole Chicken,16,17
Hot,40,No,None,Royal Mutton Karahi,5,9
Hot,40,No,None,Kulfa Falooda,35,34
Hot,40,No,None,Strawberry Cheesecake Ice Cream,35,34
Hot,40,No,None,Mutton Kunna,7,7
Hot,40,No,None,Chicken Wings (10pcs),8,9
Hot,40,No,None,Belgium Chocolate Scoop,39,42
Hot,40,No,None,Loaded Nachos,18,13
Hot,40,No,None,Fresh Orange Juice,30,33
Hot,40,No,None,Paneer Reshmi Handi,2,5
Hot,40,No,None,Fresh Garden Salad,24,19
Hot,40,No,None,Sarson Ka Saag & Makki Roti,7,10
Hot,40,No,None,Classic Caesar Salad,21,22
Hot,40,No,None,BBQ Pizza Medium,13,17
Hot,40,No,None,Beef Seekh Kabab (4pcs),9,7
Hot,40,No,None,Chicken Nuggets (12pcs),15,11
Hot,40,No,None,Iced Caramel Macchiato,53,45
Hot,40,No,None,Beef Paya,9,9
Hot,40,No,None,Desi Chicken Karahi,17,14
Hot,40,No,None,Apple & Walnut Salad,15,14
Hot,40,No,None,Chicken Crunchy Pasta,12,15
Hot,40,No,None,Chef's Signature Steak,4,4
Hot,40,No,None,Crispy Chicken Burger,17,18
Hot,40,No,None,Chocolate chip IceCreame,46,38
Hot,40,No,None,Special Chicken Biryani,12,12
Hot,40,No,None,Cheese Stuffed Kabab,14,11
Hot,40,No,None,Tutti Frutti Special,43,44
Hot,40,No,None,Quinoa Health Bowl,31,29
Hot,40,No,None,Palak Paneer,14,10
Hot,40,No,None,Legendry Tower Burger,12,12
Hot,40,No,None,Zinger Stack,8,12
Hot,40,No,None,White Chicken Handi,21,20
Hot,40,No,None,Mango Sorbet,44,42
Hot,40,No,None,Hot Chilly Fries,7,11
Hot,40,No,None,dfgh,17,14
Rainy,22,No,None,Pista Badam Kulfa,19,18
Rainy,22,No,None,Pasta Salad,11,14
Rainy,22,No,None,Gourmet Seafood Platter,13,11
Rainy,22,No,None,Afghani Lamb Tikka,23,18
Rainy,22,No,None,French Fries Large,15,18
Rainy,22,No,None,Chicken Jalfrezi,13,10
Rainy,22,No,None,Lamb Shank (Nalli Nihari),15,13
Rainy,22,No,None,Blueberry Frozen Yogurt,15,10
Rainy,22,No,None,Fruit Chaat Special,19,17
Rainy,22,No,None,Pina Colada,14,16
Rainy,22,No,None,Garlic Butter Lobster,10,14
Rainy,22,No,None,Greek Feta Salad,27,22
Rainy,22,No,None,Hot Chocolate with Marshmallows,6,10
Rainy,22,No,None,Aloo Keema,15,12
Rainy,22,No,None,Mutton Chops,16,16
Rainy,22,No,None,Grilled Prawns,8,10
Rainy,22,No,None,Smoked Brisket Platter,3,9
Rainy,22,No,None,Chicken Tikka Platter,14,9
Rainy,22,No,None,Fresh Strawberry Lemonade,9,14
Rainy,22,No,None,Old Fashioned Milkshake,13,9
Rainy,22,No,None,Grilled Salmon,7,13
Rainy,22,No,None,Malai Boti Platter,15,17
Rainy,22,No,None,Russian Salad,21,20
Rainy,22,No,None,Mexican Bean Salad,12,13
Rainy,22,No,None,Classic Cheeseburger,21,19
Rainy,22,No,None,Vanilla Bean Classic,20,22
Rainy,22,No,None,Chicken Club Sandwich,6,12
Rainy,22,No,None,Mango Lassi,12,11
Rainy,22,No,None,Coffee Mocha Scoop,18,17
Rainy,22,No,None,Jalapeno Poppers,22,17
Rainy,22,No,None,Cold Coffee with Ice Cream,13,13
Rainy,22,No,None,Mixed BBQ Platter,11,13
Rainy,22,No,None,Desi Ghee Daal Makhni,23,21
Rainy,22,No,None,Peach Iced Tea,13,12
Rainy,22,No,None,Caramel Crunch Sundae,17,17
Rainy,22,No,None,Grilled Chicken Salad,21,15
Rainy,22,No,None,Chicken Haleem,8,11
Rainy,22,No,None,Lahori Chana Masala,11,12
Rainy,22,No,None,Classic Mint Margarita,9,8
Rainy,22,No,None,BBQ Ribs Stack,20,21
Rainy,22,No,None,Tandoori Whole Chicken,9,10
Rainy,22,No,None,Royal Mutton Karahi,10,13
Rainy,22,No,None,Kulfa Falooda,30,22
Rainy,22,No,None,Strawberry Cheesecake Ice Cream,12,14
Rainy,22,No,None,Mutton Kunna,15,16
Rainy,22,No,None,Chicken Wings (10pcs),14,10
Rainy,22,No,None,Belgium Chocolate Scoop,10,11
Rainy,22,No,None,Loaded Nachos,8,13
Rainy,22,No,None,Fresh Orange Juice,21,19
Rainy,22,No,None,Paneer Reshmi Handi,11,16
Rainy,22,No,None,Fresh Garden Salad,7,13
Rainy,22,No,None,Sarson Ka Saag & Makki Roti,15,14
Rainy,22,No,None,Classic Caesar Salad,8,14
Rainy,22,No,None,BBQ Pizza Medium,18,19
Rainy,22,No,None,Beef Seekh Kabab (4pcs),16,14
Rainy,22,No,None,Chicken Nuggets (12pcs),20,23
Rainy,22,No,None,Iced Caramel Macchiato,10,13
Rainy,22,No,None,Beef Paya,20,23
Rainy,22,No,None,Desi Chicken Karahi,18,17
Rainy,22,No,None,Apple & Walnut Salad,13,14
Rainy,22,No,None,Chicken Crunchy Pasta,7,11
Rainy,22,No,None,Chef's Signature Steak,12,15
Rainy,22,No,None,Crispy Chicken Burger,9,10
Rainy,22,No,None,Chocolate chip IceCreame,17,16
Rainy,22,No,None,Special Chicken Biryani,18,17
Rainy,22,No,None,Cheese Stuffed Kabab,9,14
Rainy,22,No,None,Tutti Frutti Special,20,14
Rainy,22,No,None,Quinoa Health Bowl,22,20
Rainy,22,No,None,Palak Paneer,23,18
Rainy,22,No,None,Legendry Tower Burger,26,23
Rainy,22,No,None,Zinger Stack,11,15
Rainy,22,No,None,White Chicken Handi,21,20
Rainy,22,No,None,Mango Sorbet,14,14
Rainy,22,No,None,Hot Chilly Fries,17,17
Rainy,22,No,None,dfgh,12,16
Hot,33,No,None,Pista Badam Kulfa,28,31
Hot,33,No,None,Pasta Salad,18,18
Hot,33,No,None,Gourmet Seafood Platter,1,1
Hot,33,No,None,Afghani Lamb Tikka,1,1
Hot,33,No,None,French Fries Large,21,17
Hot,33,No,None,Chicken Jalfrezi,6,9
Hot,33,No,None,Lamb Shank (Nalli Nihari),10,14
Hot,33,No,None,Blueberry Frozen Yogurt,30,38
Hot,33,No,None,Fruit Chaat Special,15,17
Hot,33,No,None,Pina Colada,30,35
Hot,33,No,None,Garlic Butter Lobster,13,12
Hot,33,No,None,Greek Feta Salad,17,20
Hot,33,No,None,Hot Chocolate with Marshmallows,26,35
Hot,33,No,None,Aloo Keema,1,7
Hot,33,No,None,Mutton Chops,23,16
Hot,33,No,None,Grilled Prawns,14,11
Hot,33,No,None,Smoked Brisket Platter,12,15
Hot,33,No,None,Chicken Tikka Platter,3,7
Hot,33,No,None,Fresh Strawberry Lemonade,30,38
Hot,33,No,None,Old Fashioned Milkshake,38,39
Hot,33,No,None,Grilled Salmon,13,11
Hot,33,No,None,Malai Boti Platter,8,6
Hot,33,No,None,Russian Salad,26,19
Hot,33,No,None,Mexican Bean Salad,21,23
Hot,33,No,None,Classic Cheeseburger,18,12
Hot,33,No,None,Vanilla Bean Classic,27,33
Hot,33,No,None,Chicken Club Sandwich,15,16
Hot,33,No,None,Mango Lassi,37,48
Hot,33,No,None,Coffee Mocha Scoop,37,33
Hot,33,No,None,Jalapeno Poppers,8,9
Hot,33,No,None,Cold Coffee with Ice Cream,41,38
Hot,33,No,None,Mixed BBQ Platter,5,5
Hot,33,No,None,Desi Ghee Daal Makhni,1,7
Hot,33,No,None,Peach Iced Tea,43,39
Hot,33,No,None,Caramel Crunch Sundae,44,43
Hot,33,No,None,Grilled Chicken Salad,16,20
Hot,33,No,None,Chicken Haleem,7,8
Hot,33,No,None,Lahori Chana Masala,10,7
Hot,33,No,None,Classic Mint Margarita,47,44
Hot,33,No,None,BBQ Ribs Stack,4,3
Hot,33,No,None,Tandoori Whole Chicken,6,3
Hot,33,No,None,Royal Mutton Karahi,13,12
Hot,33,No,None,Kulfa Falooda,33,31
Hot,33,No,None,Strawberry Cheesecake Ice Cream,41,34
Hot,33,No,None,Mutton Kunna,2,6
Hot,33,No,None,Chicken Wings (10pcs),13,16
Hot,33,No,None,Belgium Chocolate Scoop,41,43
Hot,33,No,None,Loaded Nachos,15,18
Hot,33,No,None,Fresh Orange Juice,46,45
Hot,33,No,None,Paneer Reshmi Handi,20,18
Hot,33,No,None,Fresh Garden Salad,15,20
Hot,33,No,None,Sarson Ka Saag & Makki Roti,13,7
Hot,33,No,None,Classic Caesar Salad,19,17
Hot,33,No,None,BBQ Pizza Medium,17,14
Hot,33,No,None,Beef Seekh Kabab (4pcs),2,6
Hot,33,No,None,Chicken Nuggets (12pcs),12,13
Hot,33,No,None,Iced Caramel Macchiato,41,35
Hot,33,No,None,Beef Paya,8,3
Hot,33,No,None,Desi Chicken Karahi,1,1
Hot,33,No,None,Apple & Walnut Salad,23,25
Hot,33,No,None,Chicken Crunchy Pasta,13,8
Hot,33,No,None,Chef's Signature Steak,7,4
Hot,33,No,None,Crispy Chicken Burger,13,18
Hot,33,No,None,Chocolate chip IceCreame,30,39
Hot,33,No,None,Special Chicken Biryani,5,5
Hot,33,No,None,Cheese Stuffed Kabab,8,10
Hot,33,No,None,Tutti Frutti Special,27,28
Hot,33,No,None,Quinoa Health Bowl,23,21
Hot,33,No,None,Palak Paneer,13,15
Hot,33,No,None,Legendry Tower Burger,23,20
Hot,33,No,None,Zinger Stack,8,12
Hot,33,No,None,White Chicken Handi,1,2
Hot,33,No,None,Mango Sorbet,41,41
Hot,33,No,None,Hot Chilly Fries,10,13
Hot,33,No,None,dfgh,13,18
Rainy,22,Yes,None,Pista Badam Kulfa,35,40
Rainy,22,Yes,None,Pasta Salad,24,23
Rainy,22,Yes,None,Gourmet Seafood Platter,15,15
Rainy,22,Yes,None,Afghani Lamb Tikka,25,26
Rainy,22,Yes,None,French Fries Large,31,31
Rainy,22,Yes,None,Chicken Jalfrezi,23,23
Rainy,22,Yes,None,Lamb Shank (Nalli Nihari),22,25
Rainy,22,Yes,None,Blueberry Frozen Yogurt,30,29
Rainy,22,Yes,None,Fruit Chaat Special,23,25
Rainy,22,Yes,None,Pina Colada,27,28
Rainy,22,Yes,None,Garlic Butter Lobster,15,23
Rainy,22,Yes,None,Greek Feta Salad,23,19
Rainy,22,Yes,None,Hot Chocolate with Marshmallows,20,26
Rainy,22,Yes,None,Aloo Keema,26,23
Rainy,22,Yes,None,Mutton Chops,25,25
Rainy,22,Yes,None,Grilled Prawns,27,26
Rainy,22,Yes,None,Smoked Brisket Platter,15,22
Rainy,22,Yes,None,Chicken Tikka Platter,19,22
Rainy,22,Yes,None,Fresh Strawberry Lemonade,28,29
Rainy,22,Yes,None,Old Fashioned Milkshake,40,37
Rainy,22,Yes,None,Grilled Salmon,18,18
Rainy,22,Yes,None,Malai Boti Platter,25,26
Rainy,22,Yes,None,Russian Salad,32,31
Rainy,22,Yes,None,Mexican Bean Salad,19,25
Rainy,22,Yes,None,Classic Cheeseburger,26,25
Rainy,22,Yes,None,Vanilla Bean Classic,36,30
Rainy,22,Yes,None,Chicken Club Sandwich,20,26
Rainy,22,Yes,None,Mango Lassi,30,26
Rainy,22,Yes,None,Coffee Mocha Scoop,23,29
Rainy,22,Yes,None,Jalapeno Poppers,32,34
